0.0000000000000000e+00	7.9416596889495850e-01	4.5458788871765137e+00	-9.7548980712890625e+00	4.9945602416992188e+00	4.9936214407165704e+02	1.0253658200847526e+02
2.5000000000000001e-02	6.0547383899615326e-01	4.6526379655834402e+00	-5.3381243938545007e+00	3.4034290020071927e+00	4.9260242164314650e+02	7.0102340321434781e+01
5.0000000000000003e-02	5.3073319860884738e-01	4.6993511356178512e+00	-6.4105864891225206e-01	2.7214627324720214e-01	4.7018183856059818e+02	1.1629224398484116e+01
7.4999999999999997e-02	5.7840801161425137e-01	4.6462111600168523e+00	4.4562935885624402e+00	-4.4741310414013977e+00	4.5800467963014955e+02	-2.2315287858836324e+01
1.0000000000000001e-01	7.5661540559436069e-01	4.4700425648253947e+00	9.8089505776949633e+00	-9.4420802290768471e+00	4.6799970002590067e+02	-4.8994294774135305e+00
1.2500000000000000e-01	1.0691929215805649e+00	4.1900978873892756e+00	1.5236327950398751e+01	-1.2711328215854005e+01	4.5579042991095844e+02	7.3120758824594976e+00
1.4999999999999999e-01	1.5177845647081039e+00	3.8514900386120710e+00	2.0702312539442012e+01	-1.4187633717151332e+01	3.0688750370399760e+02	1.6296231041488556e+02
1.7499999999999999e-01	2.0676930083723337e+00	3.5484158859273913e+00	2.3274282155569182e+01	-1.0129667196984800e+01	-1.2623837784763212e+02	-1.5049129378397308e+02
2.0000000000000001e-01	2.6455447108776813e+00	3.2811610882656543e+00	2.2945119668033964e+01	-1.1481846618122932e+01	-4.7208227188685430e+02	-2.7716544842523871e+02
2.2500000000000001e-01	3.1728608875193989e+00	2.9552532633376436e+00	1.9206577284387013e+01	-1.4805507465736646e+01	-4.9035799267367025e+02	-1.6344736123260557e+02
2.5000000000000000e-01	3.5918559603990192e+00	2.5707974952588404e+00	1.4338144877377644e+01	-1.5990882526532761e+01	-3.9861446039587577e+02	-1.3719975660693609e+02
2.7500000000000002e-01	3.9041373809451931e+00	2.1551699990500093e+00	1.0746654758405235e+01	-1.7237666918096728e+01	-4.5037376357086032e+02	-1.3367076877369638e+02
2.9999999999999999e-01	4.1279106514248642e+00	1.7177983108116759e+00	7.2965308291989963e+00	-1.7706293243318580e+01	-4.6041646042114513e+02	4.8763530569716337e+01
3.2500000000000001e-01	4.2467947533467898e+00	1.3465060386064980e+00	2.1837917984506223e+00	-1.1758970694082587e+01	-4.6423778982659820e+02	4.8215539113502068e+01
3.4999999999999998e-01	4.2342918116700412e+00	1.1396141871283973e+00	-3.2314604876936603e+00	-4.6763581165721764e+00	-4.5840554084618503e+02	-9.9013854547014944e+01
3.7500000000000000e-01	4.1098975110341094e+00	1.0471653530504581e+00	-6.6924145010444080e+00	-2.7824117560897319e+00	-4.5549595719793217e+02	-1.5351114977126278e+02
4.0000000000000002e-01	3.9115753371110631e+00	9.7061782527358442e-01	-9.1110131525732942e+00	-3.4563849711300900e+00	-3.9955306929151914e+02	-3.1236111853476970e+01
4.2499999999999999e-01	3.6430246591270361e+00	9.1609142199241467e-01	-1.2350485339106374e+01	-1.0116076803140233e+00	-3.5098402255078406e+02	-2.1808144423564013e+02
4.5000000000000001e-01	3.3381870436895134e+00	8.1667752724425136e-01	-1.1906420609828562e+01	-7.0778113223162213e+00	-3.7147088243889533e+02	-1.3849505854755583e+02
4.7499999999999998e-01	3.0347793060513930e+00	6.0012444586158586e-01	-1.2326151153093040e+01	-1.0265180718988727e+01	2.1292737971723497e+02	-2.5468321848792925e+02
5.0000000000000000e-01	2.8326313495635986e+00	1.3059504330158234e-01	-3.9432926177978516e+00	-2.7121229171752930e+01	2.1292737971723497e+02	-2.5468321848792925e+02
