[	0.0000000000000000e+00	5.0000000000000000e+02	-5.0000000000000000e+02	]
[	2.5000000000000001e-02	5.0000000000000000e+02	-3.4706959222630542e+02	]
[	5.0000000000000003e-02	5.0000000000000000e+02	5.0000000000000000e+02	]
[	7.4999999999999997e-02	5.0000000000000000e+02	5.0000000000000000e+02	]
[	1.0000000000000001e-01	5.0000000000000000e+02	5.0000000000000000e+02	]
[	1.2500000000000000e-01	5.0000000000000000e+02	5.0000000000000000e+02	]
[	1.4999999999999999e-01	4.9999999999999994e+02	5.0000000000000000e+02	]
[	1.7499999999999999e-01	5.0000000000000000e+02	9.2985401878271432e+01	]
[	2.0000000000000001e-01	5.0000000000000000e+02	2.6303911906595772e+02	]
[	2.2500000000000001e-01	4.9329179929535485e+02	5.0000000000000000e+02	]
[	2.5000000000000000e-01	3.6038228503893777e+02	5.0000000000000000e+02	]
[	2.7500000000000002e-01	5.0000000000000000e+02	5.0000000000000000e+02	]
[	2.9999999999999999e-01	5.0000000000000000e+02	2.5086333238610621e+02	]
[	3.2500000000000001e-01	5.0000000000000000e+02	-5.0000000000000000e+02	]
[	3.4999999999999998e-01	5.0000000000000000e+02	-5.0000000000000006e+02	]
[	3.7500000000000000e-01	5.0000000000000000e+02	-5.0000000000000000e+02	]
[	4.0000000000000002e-01	5.0000000000000000e+02	4.9999999999999989e+02	]
[	4.2499999999999999e-01	-3.1181977285784785e+02	-2.3677387784594947e+02	]
[	4.5000000000000001e-01	-5.0000000000000000e+02	-5.0000000000000000e+02	]
[	4.7499999999999998e-01	-5.0000000000000000e+02	-5.0000000000000006e+02	]
[	5.0000000000000000e-01	-5.0000000000000000e+02	-5.0000000000000006e+02	]
